DRILLHOLE_NO,DH_NAME,DH_OTHER_NAME,lon_dd,lat_dd,max_depth_m,drill_date,TARGET_COMMODITIES,MINERAL_CLASS,PETROLEUM_CLASS,STRATIGRAPHIC_CLASS,WATER_WELL_CLASS,STRAT_LOG,LITHO_LOG,PETROPHYSICAL_LOG,CORE_LIBRARY,OPERATOR_NAME,TENEMENT,MAP_250000,dist_od_km,in_regional_window,strat_units_top_to_base,gis_codes_top_to_base,deepest_logged_base_m,oldest_age_rank,oldest_age_class,depth_top_pre_adelaidean_m,depth_top_crystalline_basement_m,first_pre_adelaidean_unit,first_crystalline_basement_unit,reached_pre_adelaidean,reached_crystalline_basement,pandurra_logged,hole_type,cutoff_t0,buffer_deg
18057,WOOMERA 1,,136.8513387,-31.1818594,611.12,1958-05-30,Oil,Y,N,N,N,Y,Y,Y,Y,Clarence River Basin Oil Co.,OEL 12,SH5316 TORRENS,82.5,False,Tertiary-Pleistocene rocks > Bulldog Shale > Corraberra Sandstone Member > Tregolana Shale Member > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > K--rmb > N-hwstc > N-hwstt > N-hueh > N-hunt > M----p,611.12,3.0,Mesoproterozoic,454.15,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
13813,SISTERS BORE,,135.7405699,-30.5368783,54.25,1962-05-09,Water,N,N,N,Y,Y,N,N,N,, ,SH5311 KINGOONYA,110.4,False,Quaternary rocks > Algebuckina Sandstone > Stuart Range Formation > Pandurra Formation,IH > JK---a > P----s > M----p,54.3,3.0,Mesoproterozoic,53.0,,Pandurra Formation,,True,False,True,water,1975-05-02,2.0
13999,SWAMP BORE NO.1.,,135.7304249,-30.4934783,58.52,1961-01-01,Water,N,N,N,Y,Y,N,N,N,, ,SH5311 KINGOONYA,111.0,False,Quaternary rocks > Algebuckina Sandstone > Boorthanna Formation > Pandurra Formation,IH > JK---a > CP---b > M----p,58.5,3.0,Mesoproterozoic,40.2,,Pandurra Formation,,True,False,True,water,1975-05-02,2.0
256314,LY 3,,137.1542797,-31.4343714,246.6,1974-03-07,,Y,N,N,N,Y,N,N,Y,CSR Ltd.,EL 81,SH5316 TORRENS,113.4,False,Quaternary rocks > Woocalla Dolomite Member > Pandurra Formation > Gairdner Dolerite > Pandurra Formation > Gairdner Dolerite,IH > N-huntw > M----p > N----g > M----p > N----g,246.4,3.0,Mesoproterozoic,29.5,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
13842,CATTLE WELL BORE,,135.8777438,-30.9768963,30.48,1962-08-03,Water,N,N,N,Y,Y,N,N,N,, ,SH5311 KINGOONYA,113.4,False,Quaternary rocks > Danae Conglomerate Member > Algebuckina Sandstone > Pandurra Formation,IH > mp---md > JK---a > M----p,30.5,3.0,Mesoproterozoic,16.8,,Pandurra Formation,,True,False,True,water,1975-05-02,2.0
256313,LY 2,,137.1326077,-31.4500464,667.4,1974-03-01,,Y,N,N,N,Y,N,N,Y,CSR Ltd.,EL 81,SH5316 TORRENS,114.6,False,Quaternary rocks > Whyalla Sandstone > Pandurra Formation,IH > N-hueh > M----p,667.4,3.0,Mesoproterozoic,29.4,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
184730,GY 1,,137.1732736,-31.4437524,37.7,1975-02-26,Copper,Y,N,N,N,Y,N,N,Y,Mount Gunson Mines Pty Ltd.,EL 81,SH5316 TORRENS,114.8,False,Holocene aeolian sediments > Whyalla Sandstone > Woocalla Dolomite Member > Neoproterozoic rocks > Pandurra Formation,H---e > N-hueh > N-huntw > N- > M----p,37.7,3.0,Mesoproterozoic,32.7,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
13792,CROWS NEST BORE.,,135.7273569,-30.8371533,48.77,1962-05-10,Water,N,N,N,Y,Y,N,N,N,, ,SH5311 KINGOONYA,119.4,False,Tertiary-Pleistocene rocks > Algebuckina Sandstone > Pandurra Formation,aI > JK---a > M----p,48.8,3.0,Mesoproterozoic,33.5,,Pandurra Formation,,True,False,True,water,1975-05-02,2.0
13761,MCCORQUINDALES BORE,,135.5999729,-30.8489123,71.93,1959-09-11,Water,N,N,N,Y,Y,N,N,N,, ,SH5311 KINGOONYA,131.2,False,Tertiary-Pleistocene rocks > Algebuckina Sandstone > Pandurra Formation,aI > JK---a > M----p,71.93,3.0,Mesoproterozoic,39.3,,Pandurra Formation,,True,False,True,water,1975-05-02,2.0
139671,LD 1,,137.1013426,-31.6485234,92.7,1971-03-27,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 499,SH5316 TORRENS,135.8,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,92.66,3.0,Mesoproterozoic,90.98,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139770,MF 4,,136.6583447,-31.6571334,91.5,1973-06-22,Base Metals,Y,N,N,N,Y,N,N,N,Pacminex Pty Ltd.,EL 199,SH5316 TORRENS,137.0,False,Quaternary rocks > Whyalla Sandstone > Umberatana Group unit 2 > Woocalla Dolomite Member > Pandurra Formation,IH > N-hueh > N-hu----02 > N-huntw > M----p,91.5,3.0,Mesoproterozoic,89.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
9566,,,135.4884249,-30.6999433,86.56,1962-08-09,Water,N,N,N,Y,Y,N,N,N,, ,SH5311 KINGOONYA,137.0,False,Quaternary rocks > Algebuckina Sandstone > Pandurra Formation,IH > JK---a > M----p,86.6,3.0,Mesoproterozoic,30.5,,Pandurra Formation,,True,False,True,water,1975-05-02,2.0
9560,,,135.4946909,-30.8350713,56.69,1962-08-08,Water,N,N,N,Y,Y,N,N,N,, ,SH5311 KINGOONYA,140.2,False,Quaternary rocks > Algebuckina Sandstone > Pandurra Formation,IH > JK---a > M----p,56.7,3.0,Mesoproterozoic,39.0,,Pandurra Formation,,True,False,True,water,1975-05-02,2.0
139771,MF 5,,136.7366727,-31.7291554,96.0,1973-06-23,Base Metals,Y,N,N,N,Y,N,N,N,Pacminex Pty Ltd.,EL 199,SH5316 TORRENS,143.9,False,Quaternary rocks > Woocalla Dolomite Member > Pandurra Formation,IH > N-huntw > M----p,96.0,3.0,Mesoproterozoic,92.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
9563,N. MUNGILLIO BOR,,135.4433269,-30.8421963,35.97,1962-01-01,Water,N,N,N,Y,Y,N,N,N,, ,SH5311 KINGOONYA,145.1,False,Quaternary rocks > Danae Conglomerate Member > Algebuckina Sandstone > Pandurra Formation,IH > mp---md > JK---a > M----p,36.0,3.0,Mesoproterozoic,30.5,,Pandurra Formation,,True,False,True,water,1975-05-02,2.0
139768,MF 2,,136.6396127,-31.7313454,94.5,1973-06-21,Base Metals,Y,N,N,N,Y,N,N,N,Pacminex Pty Ltd.,EL 199,SH5316 TORRENS,145.4,False,Quaternary rocks > Woocalla Dolomite Member > Pandurra Formation,IH > N-huntw > M----p,94.5,3.0,Mesoproterozoic,71.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139672,LD 2,,137.1513456,-31.7318594,185.4,1971-05-05,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 499,SH5316 TORRENS,145.7,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,185.4,3.0,Mesoproterozoic,183.46,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139561,MF 1,,136.5814847,-31.7266644,94.5,1973-06-19,Base Metals,Y,N,N,N,Y,N,N,N,Pacminex Pty Ltd.,EL 199,SH5316 TORRENS,145.9,False,Quaternary rocks > Woocalla Dolomite Member > Pandurra Formation,IH > N-huntw > M----p,94.5,3.0,Mesoproterozoic,38.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139673,LD 3,,137.0513506,-31.7651944,192.6,1971-05-24,Base Metals,Y,N,N,N,Y,N,N,Y,Noranda Australia Ltd.,SML 499,SH5316 TORRENS,148.1,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,192.6,3.0,Mesoproterozoic,191.72,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139674,LD 4,,136.9680097,-31.7985284,137.2,1971-06-02,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 499,SH5316 TORRENS,151.1,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,136.34,3.0,Mesoproterozoic,135.27,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139676,LD 6,,137.2513456,-31.7985224,67.8,1971-06-01,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 499,SH5316 TORRENS,154.9,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,67.76,3.0,Mesoproterozoic,66.05,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139675,LD 5,,137.1346776,-31.8318574,83.1,1971-06-01,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 499,SH5316 TORRENS,156.4,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,83.1,3.0,Mesoproterozoic,82.6,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
134293,G 1,,136.2925448,-31.7826994,304.0,1904-10-23,"Base Metals, Copper, Lead, Zinc",Y,N,N,N,Y,N,N,N,PNC Exploration (Australia) Pty Ltd.,EL 1245,SH5315 GAIRDNER,159.6,False,Quaternary rocks > Yardea Dacite,IH > M-tauy,304.0,3.0,Mesoproterozoic,4.0,4.0,Yardea Dacite,Yardea Dacite,True,True,False,mineral,1975-05-02,2.0
139778,MF 12,,136.9767647,-31.9024424,54.0,1974-09-20,Base Metals,Y,N,N,N,Y,N,N,N,Pacminex Pty Ltd.,EL 81,SH5316 TORRENS,162.7,False,Whyalla Sandstone > Umberatana Group unit 2 > Woocalla Dolomite Member > Pandurra Formation,N-hueh > N-hu----02 > N-huntw > M----p,54.0,3.0,Mesoproterozoic,52.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
9995,MOUNT WOODS 7,,135.485477,-29.6228503,90.58,1964-11-03,,Y,N,N,N,Y,N,N,Y,Delhi Australia Petroleum Ltd.,SML 67,SH5307 BILLA KALINA,162.7,False,Bulldog Shale > Permian rocks > Skylark Metasediments,K--rmb > P- > Y-qs,90.6,4.0,Palaeoproterozoic,87.8,87.8,Skylark Metasediments,Skylark Metasediments,True,True,False,mineral,1975-05-02,2.0
9989,MOUNT WOODS 1,,135.487205,-29.6167763,145.6,1964-10-22,,Y,N,N,N,Y,Y,Y,Y,Delhi Australia Petroleum Ltd.,SML 67,SH5307 BILLA KALINA,163.0,False,Bulldog Shale > Permian rocks > Palaeoproterozoic rocks,K--rmb > P- > Y-,145.6,4.0,Palaeoproterozoic,79.2,79.2,Palaeoproterozoic rocks,Palaeoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
9990,MOUNT WOODS 2,,135.487149,-29.6097463,99.62,1964-10-14,,Y,N,N,N,Y,N,N,Y,Delhi Australia Petroleum Ltd.,SML 67,SH5307 BILLA KALINA,163.4,False,Bulldog Shale > Permian rocks > Palaeoproterozoic rocks,K--rmb > P- > Y-,99.6,4.0,Palaeoproterozoic,91.4,91.4,Palaeoproterozoic rocks,Palaeoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
9991,MOUNT WOODS 3,,135.478926,-29.6025303,72.21,1964-10-24,,Y,N,N,N,Y,N,N,Y,Delhi Australia Petroleum Ltd.,SML 67,SH5307 BILLA KALINA,164.5,False,Bulldog Shale > Permian rocks > Palaeoproterozoic rocks,K--rmb > P- > Y-,72.2,4.0,Palaeoproterozoic,57.9,57.9,Palaeoproterozoic rocks,Palaeoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
9992,MOUNT WOODS 4,,135.479765,-29.5922853,93.5,1964-10-27,,Y,N,N,N,Y,N,N,Y,Delhi Australia Petroleum Ltd.,SML 67,SH5307 BILLA KALINA,165.1,False,Bulldog Shale > Permian rocks > Palaeoproterozoic rocks,K--rmb > P- > Y-,93.5,4.0,Palaeoproterozoic,92.4,92.4,Palaeoproterozoic rocks,Palaeoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
139902,WP 24,,137.0269526,-31.9251034,30.48,1968-12-10,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,165.6,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,30.48,3.0,Mesoproterozoic,28.96,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139891,WP 13,,137.0439856,-31.9302424,140.2,1968-10-17,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,166.3,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,35.05,3.0,Mesoproterozoic,30.48,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139889,WP 11,,137.0292646,-31.9340864,36.6,1968-10-16,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,166.6,False,Tertiary-Pleistocene rocks > Tapley Hill Formation > Pandurra Formation,aI > N-hunt > M----p,36.58,3.0,Mesoproterozoic,28.96,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139883,WP 5,,136.9944336,-31.9373424,45.7,1968-10-10,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,166.7,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Woocalla Dolomite Member > Pandurra Formation,aI > N-hueh > N-huntw > M----p,45.7,3.0,Mesoproterozoic,23.77,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139888,WP 10,,137.0198476,-31.9387454,45.7,1968-10-15,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,167.0,False,Tertiary-Pleistocene rocks > Tapley Hill Formation > Pandurra Formation,aI > N-hunt > M----p,45.7,3.0,Mesoproterozoic,44.2,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139900,WP 22,,137.0283286,-31.9395114,30.48,1968-12-07,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,167.2,False,Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,N-hueh > N-hunt > M----p,30.48,3.0,Mesoproterozoic,27.43,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139887,WP 9,,137.0114286,-31.9406844,15.2,1968-10-14,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,167.2,False,Tertiary-Pleistocene rocks > Pandurra Formation,aI > M----p,15.2,3.0,Mesoproterozoic,7.62,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139893,WP 15,,137.0019506,-31.9426364,30.48,1968-12-02,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,167.3,False,Tertiary-Pleistocene rocks > Tapley Hill Formation > Pandurra Formation,aI > N-hunt > M----p,30.48,3.0,Mesoproterozoic,25.91,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139904,WP 26,,137.0653326,-31.9389164,58.8,1968-12-12,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,167.4,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,58.8,3.0,Mesoproterozoic,56.39,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139903,WP 25,,137.0590106,-31.9399204,61.0,1968-12-11,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,167.5,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,60.96,3.0,Mesoproterozoic,59.13,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
9993,MOUNT WOODS 5,,135.445322,-29.5981363,50.9,1964-11-01,,Y,N,N,N,Y,N,N,Y,Delhi Australia Petroleum Ltd.,SML 67,SH5307 BILLA KALINA,167.5,False,Bulldog Shale > Permian rocks > Palaeoproterozoic rocks,K--rmb > P- > Y-,50.9,4.0,Palaeoproterozoic,48.8,48.8,Palaeoproterozoic rocks,Palaeoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
139898,WP 20,,137.0189286,-31.9450724,45.7,1968-12-07,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,167.7,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,45.7,3.0,Mesoproterozoic,41.15,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139886,WP 8,,137.0072976,-31.9452594,36.6,1968-10-14,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,167.7,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,36.58,3.0,Mesoproterozoic,24.38,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139885,WP 7,,136.9967806,-31.9481314,27.4,1968-10-12,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,167.9,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,27.4,3.0,Mesoproterozoic,22.56,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139899,WP 21,,137.0284666,-31.9458224,30.48,1968-12-07,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,167.9,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,30.48,3.0,Mesoproterozoic,22.86,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139894,WP 16,,137.0073556,-31.9479644,30.48,1968-12-03,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,168.0,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,30.48,3.0,Mesoproterozoic,24.38,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139895,WP 17,,137.0032256,-31.9525364,45.7,1968-12-05,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,168.4,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,aI > N-hueh > N-hunt > M----p,45.7,3.0,Mesoproterozoic,42.18,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139884,WP 6,,136.9905536,-31.9536394,29.3,1968-10-11,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,168.5,False,Tertiary-Pleistocene rocks > Tapley Hill Formation > Pandurra Formation,aI > N-hunt > M----p,29.26,3.0,Mesoproterozoic,26.21,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
139896,WP 18,,137.0117036,-31.9533064,21.3,1968-12-06,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 256,SH5316 TORRENS,168.6,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Pandurra Formation,aI > N-hueh > M----p,21.3,3.0,Mesoproterozoic,19.2,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
9994,MOUNT WOODS 6,,135.418791,-29.6129583,64.31,1964-10-29,,Y,N,N,N,Y,N,N,Y,Delhi Australia Petroleum Ltd.,SML 67,SH5307 BILLA KALINA,168.7,False,Bulldog Shale > Permian rocks > Palaeoproterozoic rocks,K--rmb > P- > Y-,64.3,4.0,Palaeoproterozoic,61.6,61.6,Palaeoproterozoic rocks,Palaeoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
139677,LD 7,,137.1013436,-31.9651944,75.3,1971-06-01,Base Metals,Y,N,N,N,Y,N,N,N,Noranda Australia Ltd.,SML 499,SH5316 TORRENS,170.7,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Pandurra Formation,aI > N-hueh > M----p,75.29,3.0,Mesoproterozoic,36.58,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147517,PACMINEX EX 147,,137.1107496,-31.9823634,73.0,1974-07-13,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SH5316 TORRENS,172.7,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Pandurra Formation,aI > N-hueh > M----p,73.0,3.0,Mesoproterozoic,72.5,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147518,PACMINEX EX 148,,137.1521496,-31.9879804,13.0,1974-07-13,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SH5316 TORRENS,173.9,False,Tertiary-Pleistocene rocks > Pandurra Formation,aI > M----p,13.0,3.0,Mesoproterozoic,9.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147519,PACMINEX EX 149,,137.1642296,-31.9976964,49.0,1974-07-15,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SH5316 TORRENS,175.1,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Woocalla Dolomite Member > Pandurra Formation,aI > N-hueh > N-huntw > M----p,49.0,3.0,Mesoproterozoic,48.5,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147515,PACMINEX EX 145,,137.1351796,-32.0091914,7.0,1974-07-13,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,176.0,False,Tertiary silcrete > Pandurra Formation,ap----si > M----p,7.0,3.0,Mesoproterozoic,5.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147512,PACMINEX EX 140,,137.2260396,-32.0065454,57.0,1974-07-10,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,177.0,False,Quaternary rocks > Whyalla Sandstone > Pandurra Formation,IH > N-hueh > M----p,57.0,3.0,Mesoproterozoic,56.9,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147449,PACMINEX EX 3A,,137.2139296,-32.0135234,42.5,1973-10-03,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,177.6,False,Quaternary rocks > Whyalla Sandstone > Pandurra Formation,IH > N-hueh > M----p,42.5,3.0,Mesoproterozoic,42.4,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
134339,LAKE HARRIS AUGER HOLE 1,,135.1428109,-31.0281183,6.4,1970-12-31,"Base Metals, Chromium, Copper, Nickel, Lead, Zinc",Y,N,N,N,Y,N,N,N,Kennecott Exploration (Australia) Ltd.,SML 345,SH5315 GAIRDNER,179.0,False,Lake Harris Komatiite,AYm--l,6.4,5.0,Archaean,0.0,0.0,Lake Harris Komatiite,Lake Harris Komatiite,True,True,False,mineral,1975-05-02,2.0
147451,PACMINEX EX 4,,137.1390836,-32.0405104,24.0,1973-10-03,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,179.5,False,Quaternary rocks > Whyalla Sandstone > Pandurra Formation,IH > N-hueh > M----p,24.0,3.0,Mesoproterozoic,9.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
20438,PACMINEX EX 142,,137.1716526,-32.0386054,52.5,1974-07-11,"Base Metals, Copper",Y,N,N,Y,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,179.7,False,no description > Whyalla Sandstone > Umberatana Group unit 2 > Tapley Hill Formation > Pandurra Formation,------nd > N-hueh > N-hu----02 > N-hunt > M----p,52.5,3.0,Mesoproterozoic,52.4,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147513,PACMINEX EX 141,,137.2290746,-32.0443704,38.0,1974-07-11,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,181.2,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Pandurra Formation,aI > N-hueh > M----p,38.0,3.0,Mesoproterozoic,37.9,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147520,PACMINEX EX 150,,137.1275146,-32.0575714,4.0,1974-07-15,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,181.2,False,Quaternary rocks > Pandurra Formation,IH > M----p,4.0,3.0,Mesoproterozoic,1.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
20461,PACMINEX EX 2,,137.3320026,-32.0280894,65.0,1973-10-02,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,181.5,False,Quaternary rocks > Tertiary silcrete > Whyalla Sandstone > Umberatana Group unit 2 > Tapley Hill Formation > Pandurra Formation,IH > ap----si > N-hueh > N-hu----02 > N-hunt > M----p,65.0,3.0,Mesoproterozoic,64.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
20463,PACMINEX EX 136,,137.1917246,-32.0544944,84.5,1974-07-01,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,181.7,False,Quaternary rocks > Whyalla Sandstone > Umberatana Group unit 2 > Pandurra Formation,IH > N-hueh > N-hu----02 > M----p,84.5,3.0,Mesoproterozoic,84.4,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147524,PACMINEX EX 154,,137.1025766,-32.0645724,14.0,1974-07-16,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,181.7,False,Quaternary rocks > Umberatana Group unit 2 > Pandurra Formation,IH > N-hu----02 > M----p,14.0,3.0,Mesoproterozoic,13.9,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
9457,LINE 90E 20,,135.2124069,-31.2274293,7.01,1969-10-25,"Copper, Nickel",Y,N,N,N,Y,N,N,N,Asarco (Australia) Pty Ltd.,SML 307,SH5315 GAIRDNER,182.2,False,Quaternary rocks > Hiltaba Suite,IH > M-th,7.01,3.0,Mesoproterozoic,3.12,3.12,Hiltaba Suite,Hiltaba Suite,True,True,False,mineral,1975-05-02,2.0
